region,scenario,cultivar_id,maturity_class,planting_code,planting_label,n_years,mean_yield_kg_ha,mean_flowering_edd35,flowering_ge35_site_pct,flowering_ge38_site_pct,heat_associated_penalty_kg_ha,heat_associated_penalty_pct,zeroheat_sensitivity_penalty_kg_ha,best_mean_yield_kg_ha,total_planting_date_penalty_kg_ha,total_planting_date_penalty_pct,heat_component_fraction_of_total_penalty
Northeast,Rainfed,990004,VSS,A20,April 20,38,2746.9124873210862,0.24661332131184494,12.081595852586497,0.4564408880874561,2.2262067763030555,0.08167905236189762,2.2262067763030555,3035.6004733461064,288.6879860250201,9.51007843620484,0.007711463185413313
Northeast,Rainfed,990004,VSS,M1,May 1,38,2783.8269469176153,0.3641158570945565,18.404147413501633,1.7525076073481343,3.2869156625902,0.12483395868052148,3.2869156625902,3035.6004733461064,251.7735264284911,8.294027117177384,0.013055048754396155
Northeast,Rainfed,990004,VSS,M10,May 10,38,3035.6004733461064,0.5568522483940043,23.470077764003154,2.090611968894398,5.026769203626049,0.17753559928215693,5.026769203626049,3035.6004733461064,0.0,0.0,
Northeast,Rainfed,990004,VSS,M20,May 20,38,3031.663698861715,1.8080694240955713,27.87670460948946,6.812802885157216,16.321650357476372,0.6648043567851816,16.321650357476372,3035.6004733461064,3.936774484391208,0.12968684512200473,4.145944966415924
Northwest,Irrigated,990001,LS,A1,April 1,38,6600.764212635798,19.97373941127115,96.68283936293639,78.73538570801124,-409.8937125909971,-8.504001506221535,-470.56498262551503,7927.752715958231,1326.9885033224336,16.738520370990656,-0.30889017618821113
Northwest,Irrigated,990001,LS,A10,April 10,38,6778.074253770699,20.293553227208204,96.25566923320325,78.72336047865753,-417.42826481685074,-8.326987521980193,-478.09953485136907,7927.752715958231,1149.6784621875322,14.501946558868797,-0.36308261704981043
Northwest,Irrigated,990001,LS,A20,April 20,38,6973.549150933446,20.904350806876913,97.17329395633372,79.97574095559541,-431.8181567918269,-8.07638446348007,-492.489426826345,7927.752715958231,954.2035650247853,12.036242794304291,-0.4525430134822546
Northwest,Irrigated,990001,LS,M1,May 1,38,7269.136167070985,20.03655732517667,96.64064972049363,74.67039341841578,-411.37365132239165,-7.088698495806258,-472.0449213569097,7927.752715958231,658.6165488872466,8.30773325663248,-0.6246026645055008
Northwest,Irrigated,990001,LS,M10,May 10,38,7558.478325071194,18.534326547832507,96.37169074992089,74.13247547727032,-375.98232148249355,-6.164944227401612,-436.6535915170116,7927.752715958231,369.27439088703704,4.657995829558398,-1.0181651659605837
Northwest,Irrigated,990001,LS,M20,May 20,38,7927.752715958231,15.937638434764267,90.46514080793166,65.10389199451535,-314.80647094945215,-5.025202414019724,-375.47774098397025,7927.752715958231,0.0,0.0,
Northwest,Irrigated,990002,MS,A1,April 1,38,7764.71158105685,11.367879238798526,95.76306670779022,65.87520865373716,-26.024769921438338,-0.36885202929841754,-33.92499169625725,8734.444626094293,969.7330450374429,11.102400742691183,-0.02683704557106588
Northwest,Irrigated,990002,MS,A10,April 10,38,7841.580107583588,12.94970480289485,96.71975530007384,71.12376278452774,-30.745388253109038,-0.43401570061715505,-38.64561002792838,8734.444626094293,892.8645185107052,10.222338760306044,-0.03443455038889017
Northwest,Irrigated,990002,MS,A20,April 20,38,7974.5291108532865,15.130819533804452,95.02162219175192,69.96624828604577,-37.254456266618156,-0.5513807422187544,-45.15467804143705,8734.444626094293,759.9155152410067,8.700215614977362,-0.04902447116743357
Northwest,Irrigated,990002,MS,M1,May 1,38,8135.232886826284,18.54650880708786,96.19765847484443,75.46144921421791,-47.447846590263,-0.6948891999374336,-55.34806836508189,8734.444626094293,599.2117392680093,6.860330163154903,-0.07918377341576249
Northwest,Irrigated,990002,MS,M10,May 10,38,8326.08981120135,19.683424744225295,96.11327918995886,79.88081426009914,-50.84072778793552,-0.7123636507727119,-58.740949562754466,8734.444626094293,408.354814892944,4.675223581737268,-0.12450135503181012
Northwest,Irrigated,990002,MS,M20,May 20,38,8734.444626094293,19.688809197342053,96.76721864782195,77.87153253876173,-50.8567965307007,-0.6555422753084147,-58.7570183055194,8734.444626094293,0.0,0.0,
Northwest,Irrigated,990003,SS,A1,April 1,38,4588.250342790845,5.050532102700109,69.53266713618034,35.73153340088188,-22.691562900546064,-0.5405028076062949,-22.691562900546064,5137.421949161481,549.1716063706363,10.689634057803465,-0.041319621475898946
Northwest,Irrigated,990003,SS,A10,April 10,38,4636.988134163063,6.151572681692622,76.32913075692073,42.229449713216546,-27.63843405119276,-0.6438665095103666,-27.63843405119276,5137.421949161481,500.4338149984187,9.740952173105002,-0.055228949808837545
Northwest,Irrigated,990003,SS,A20,April 20,38,4701.179675139753,8.619839679358718,88.17635270541082,53.88144710473578,-38.72812414601248,-0.8854590900305978,-38.72812414601248,5137.421949161481,436.242274021728,8.491462806416562,-0.08877664190812361
